dep,dur,mem,jour,temp,prec,pointe
8/19/2021 17:33,636,0,jeudi,23.7,0.5,2
8/19/2021 15:48,796,0,jeudi,23.7,0.5,2
9/9/2021 7:30,803,0,jeudi,19.5,1.6,1
9/30/2021 8:55,944,0,jeudi,11.3,0,1
9/2/2021 7:13,652,0,jeudi,15.6,0,1
9/30/2021 7:36,450,0,jeudi,11.3,0,1
9/2/2021 9:14,513,0,jeudi,15.6,0,1
9/9/2021 19:41,1332,0,jeudi,19.5,1.6,3
9/9/2021 22:13,658,0,jeudi,19.5,1.6,3
9/23/2021 19:21,469,0,jeudi,24.7,6.3,3
9/30/2021 13:23,358,0,jeudi,11.3,0,3
9/2/2021 21:15,405,0,jeudi,15.6,0,3
9/16/2021 17:14,2181,0,jeudi,16.9,0.2,2
9/2/2021 17:15,1808,0,jeudi,15.6,0,2
9/2/2021 18:13,1191,0,jeudi,15.6,0,2
9/23/2021 18:54,443,0,jeudi,24.7,6.3,2
9/2/2021 17:14,1030,0,jeudi,15.6,0,2
10/14/2021 7:47,759,0,jeudi,18.3,0,1
10/28/2021 8:13,749,0,jeudi,7.9,0,1
10/21/2021 6:42,505,0,jeudi,11.7,5.8,1
10/21/2021 8:14,649,0,jeudi,11.7,5.8,1
10/28/2021 7:43,590,0,jeudi,7.9,0,1
10/7/2021 19:08,968,0,jeudi,14.4,0,3
10/14/2021 10:47,705,0,jeudi,18.3,0,3
10/7/2021 19:05,594,0,jeudi,14.4,0,3
10/7/2021 10:56,1226,0,jeudi,14.4,0,3
10/28/2021 1:08,477,0,jeudi,7.9,0,3
10/7/2021 15:13,461,0,jeudi,14.4,0,2
10/7/2021 17:09,578,0,jeudi,14.4,0,2
10/7/2021 17:37,729,0,jeudi,14.4,0,2
10/14/2021 17:50,454,0,jeudi,18.3,0,2
10/28/2021 18:07,556,0,jeudi,7.9,0,2
5/25/2021 7:41,1147,0,mardi,19.7,0.5,1
5/4/2021 8:55,2035,0,mardi,11.7,0,1
5/25/2021 8:17,1029,0,mardi,19.7,0.5,1
5/18/2021 9:25,311,0,mardi,20,0,1
5/25/2021 8:53,464,0,mardi,19.7,0.5,1
5/25/2021 20:28,2620,0,mardi,19.7,0.5,3
5/18/2021 10:34,1337,0,mardi,20,0,3
5/25/2021 14:49,544,0,mardi,19.7,0.5,3
5/11/2021 13:30,709,0,mardi,9.8,0,3
5/11/2021 12:29,504,0,mardi,9.8,0,3
5/25/2021 18:47,483,0,mardi,19.7,0.5,2
5/25/2021 17:13,375,0,mardi,19.7,0.5,2
5/25/2021 17:08,704,0,mardi,19.7,0.5,2
5/25/2021 17:08,1971,0,mardi,19.7,0.5,2
5/11/2021 16:35,993,0,mardi,9.8,0,2
6/15/2021 7:38,1251,0,mardi,17.9,0,1
6/15/2021 9:39,514,0,mardi,17.9,0,1
6/8/2021 7:07,363,0,mardi,26.3,0,1
6/29/2021 8:31,308,0,mardi,25.6,0,1
6/1/2021 9:30,375,0,mardi,19.3,1.4,1
6/8/2021 22:55,548,0,mardi,26.3,0,3
6/29/2021 23:01,3236,0,mardi,25.6,0,3
6/15/2021 19:48,2035,0,mardi,17.9,0,3
6/15/2021 14:01,1777,0,mardi,17.9,0,3
6/29/2021 19:41,1074,0,mardi,25.6,0,3
6/29/2021 18:53,2646,0,mardi,25.6,0,2
6/1/2021 17:30,1657,0,mardi,19.3,1.4,2
6/22/2021 17:48,1160,0,mardi,15.5,0.2,2
6/8/2021 17:25,1117,0,mardi,26.3,0,2
6/29/2021 16:02,1137,0,mardi,25.6,0,2
7/27/2021 8:58,577,0,mardi,19,1.4,1
7/27/2021 8:40,571,0,mardi,19,1.4,1
7/6/2021 7:50,285,0,mardi,23.1,1.2,1
7/27/2021 9:33,944,0,mardi,19,1.4,1
7/27/2021 8:40,679,0,mardi,19,1.4,1
7/20/2021 23:11,593,0,mardi,21.2,9.6,3
7/13/2021 10:08,922,0,mardi,23.2,5.8,3
7/6/2021 14:09,471,0,mardi,23.1,1.2,3
7/27/2021 13:54,2305,0,mardi,19,1.4,3
7/13/2021 14:43,624,0,mardi,23.2,5.8,3
7/20/2021 17:19,789,0,mardi,21.2,9.6,2
7/20/2021 18:08,1004,0,mardi,21.2,9.6,2
7/13/2021 18:05,1086,0,mardi,23.2,5.8,2
7/27/2021 17:13,3120,0,mardi,19,1.4,2
7/27/2021 18:15,977,0,mardi,19,1.4,2
8/10/2021 6:30,859,0,mardi,26.5,10.4,1
8/17/2021 9:30,341,0,mardi,21.2,0,1
8/24/2021 7:38,759,0,mardi,27.2,0,1
8/3/2021 9:25,1352,0,mardi,21.5,0.2,1
8/17/2021 7:50,250,0,mardi,21.2,0,1
8/31/2021 19:59,958,0,mardi,20.6,0,3
8/3/2021 0:39,1333,0,mardi,21.5,0.2,3
8/17/2021 20:30,825,0,mardi,21.2,0,3
8/17/2021 0:35,1064,0,mardi,21.2,0,3
8/10/2021 20:02,1237,0,mardi,26.5,10.4,3
8/17/2021 18:29,1440,0,mardi,21.2,0,2
8/31/2021 18:07,640,0,mardi,20.6,0,2
8/24/2021 16:08,687,0,mardi,27.2,0,2
8/10/2021 15:10,439,0,mardi,26.5,10.4,2
8/24/2021 18:47,509,0,mardi,27.2,0,2
9/21/2021 6:13,1240,0,mardi,20.2,0,1
9/7/2021 8:17,518,0,mardi,17.9,0,1
9/7/2021 6:43,1918,0,mardi,17.9,0,1
9/21/2021 8:46,437,0,mardi,20.2,0,1
9/14/2021 9:51,380,0,mardi,16.7,0,1
9/7/2021 20:06,243,0,mardi,17.9,0,3
9/21/2021 20:13,1247,0,mardi,20.2,0,3
9/21/2021 0:39,1416,0,mardi,20.2,0,3
9/14/2021 19:04,635,0,mardi,16.7,0,3
9/14/2021 21:11,1130,0,mardi,16.7,0,3
9/7/2021 17:33,330,0,mardi,17.9,0,2
9/28/2021 17:14,600,0,mardi,10.5,0.2,2
9/7/2021 15:35,1301,0,mardi,17.9,0,2
9/21/2021 17:52,1168,0,mardi,20.2,0,2
9/14/2021 16:52,766,0,mardi,16.7,0,2
10/5/2021 6:27,250,0,mardi,13.1,0,1
10/12/2021 8:02,304,0,mardi,18.5,0,1
10/19/2021 7:49,600,0,mardi,8.8,0,1
10/19/2021 8:24,2160,0,mardi,8.8,0,1
10/19/2021 8:47,642,0,mardi,8.8,0,1
10/5/2021 23:38,505,0,mardi,13.1,0,3
10/12/2021 23:42,1142,0,mardi,18.5,0,3
10/5/2021 21:23,447,0,mardi,13.1,0,3
10/12/2021 23:22,132,0,mardi,18.5,0,3
10/12/2021 2:18,5564,0,mardi,18.5,0,3
10/12/2021 18:18,258,0,mardi,18.5,0,2
10/5/2021 17:41,2484,0,mardi,13.1,0,2
10/12/2021 15:19,194,0,mardi,18.5,0,2
10/12/2021 16:38,509,0,mardi,18.5,0,2
10/5/2021 18:58,678,0,mardi,13.1,0,2
5/26/2021 7:55,737,0,mercredi,24,0.4,1
5/12/2021 8:13,1408,0,mercredi,12,0,1
5/5/2021 9:38,414,0,mercredi,10.7,0.8,1
5/19/2021 9:45,1825,0,mercredi,19.2,0,1
5/19/2021 8:09,2254,0,mercredi,19.2,0,1
5/19/2021 12:50,2142,0,mercredi,19.2,0,3
5/12/2021 21:28,510,0,mercredi,12,0,3
5/19/2021 14:19,1707,0,mercredi,19.2,0,3
5/26/2021 10:29,2572,0,mercredi,24,0.4,3
5/5/2021 19:21,481,0,mercredi,10.7,0.8,3
5/19/2021 18:24,3168,0,mercredi,19.2,0,2
5/19/2021 17:39,915,0,mercredi,19.2,0,2
5/19/2021 16:01,599,0,mercredi,19.2,0,2
5/19/2021 16:05,244,0,mercredi,19.2,0,2
5/5/2021 18:21,914,0,mercredi,10.7,0.8,2
6/30/2021 8:46,585,0,mercredi,23.4,31.7,1
6/16/2021 7:41,1374,0,mercredi,15.2,0,1
6/23/2021 7:24,441,0,mercredi,14.5,0,1
6/23/2021 8:41,969,0,mercredi,14.5,0,1
6/30/2021 8:36,1423,0,mercredi,23.4,31.7,1
6/16/2021 19:10,4346,0,mercredi,15.2,0,3
6/2/2021 0:42,4865,0,mercredi,20.9,0,3
6/30/2021 14:07,820,0,mercredi,23.4,31.7,3
6/2/2021 20:09,3861,0,mercredi,20.9,0,3
6/23/2021 22:00,459,0,mercredi,14.5,0,3
6/16/2021 15:17,1447,0,mercredi,15.2,0,2
6/23/2021 17:10,1662,0,mercredi,14.5,0,2
6/23/2021 16:20,241,0,mercredi,14.5,0,2
6/23/2021 16:09,949,0,mercredi,14.5,0,2
6/9/2021 16:05,501,0,mercredi,24.1,0,2
7/14/2021 7:54,1279,0,mercredi,24.2,0,1
7/7/2021 7:41,255,0,mercredi,16.4,0,1
7/14/2021 8:46,168,0,mercredi,24.2,0,1
7/21/2021 7:35,999,0,mercredi,20,1.5,1
7/7/2021 7:08,1031,0,mercredi,16.4,0,1
7/21/2021 20:52,1875,0,mercredi,20,1.5,3
7/7/2021 12:38,1101,0,mercredi,16.4,0,3
7/28/2021 14:17,1824,0,mercredi,19.2,0,3
7/7/2021 0:17,804,0,mercredi,16.4,0,3
7/28/2021 21:39,2640,0,mercredi,19.2,0,3
7/21/2021 18:18,596,0,mercredi,20,1.5,2
7/28/2021 18:55,1339,0,mercredi,19.2,0,2
7/14/2021 15:28,267,0,mercredi,24.2,0,2
7/28/2021 15:18,1283,0,mercredi,19.2,0,2
7/21/2021 17:27,1436,0,mercredi,20,1.5,2
8/25/2021 9:02,716,0,mercredi,26.6,0,1
8/4/2021 8:40,673,0,mercredi,21.1,0.2,1
8/18/2021 9:55,833,0,mercredi,25.4,0,1
8/18/2021 9:18,863,0,mercredi,25.4,0,1
8/4/2021 9:37,419,0,mercredi,21.1,0.2,1
8/25/2021 22:13,479,0,mercredi,26.6,0,3
8/18/2021 20:35,470,0,mercredi,25.4,0,3
8/18/2021 12:46,764,0,mercredi,25.4,0,3
8/18/2021 14:51,351,0,mercredi,25.4,0,3
8/25/2021 13:06,1377,0,mercredi,26.6,0,3
8/11/2021 18:47,929,0,mercredi,27,5,2
8/4/2021 18:28,3605,0,mercredi,21.1,0.2,2
8/11/2021 16:38,402,0,mercredi,27,5,2
8/4/2021 18:31,257,0,mercredi,21.1,0.2,2
8/4/2021 15:21,2413,0,mercredi,21.1,0.2,2
9/29/2021 9:39,2161,0,mercredi,11.2,0,1
9/1/2021 9:08,451,0,mercredi,18,0,1
9/22/2021 8:35,637,0,mercredi,20.8,0.2,1
9/29/2021 7:21,968,0,mercredi,11.2,0,1
9/22/2021 7:25,1694,0,mercredi,20.8,0.2,1
9/1/2021 0:50,1132,0,mercredi,18,0,3
9/22/2021 14:07,267,0,mercredi,20.8,0.2,3
9/15/2021 0:36,2352,0,mercredi,17.6,11.1,3
9/15/2021 12:13,524,0,mercredi,17.6,11.1,3
9/8/2021 20:24,136,0,mercredi,18.6,1,3
9/1/2021 18:34,2894,0,mercredi,18,0,2
9/8/2021 18:07,181,0,mercredi,18.6,1,2
9/1/2021 15:33,416,0,mercredi,18,0,2
9/22/2021 15:06,781,0,mercredi,20.8,0.2,2
9/22/2021 18:49,675,0,mercredi,20.8,0.2,2
10/13/2021 7:10,566,0,mercredi,16.7,0,1
10/20/2021 8:16,2204,0,mercredi,11.8,0,1
10/27/2021 9:28,114,0,mercredi,9.6,0,1
10/27/2021 8:31,628,0,mercredi,9.6,0,1
10/20/2021 9:41,480,0,mercredi,11.8,0,1
10/20/2021 13:43,771,0,mercredi,11.8,0,3
10/27/2021 21:36,2013,0,mercredi,9.6,0,3
10/13/2021 1:55,2290,0,mercredi,16.7,0,3
10/20/2021 12:48,1254,0,mercredi,11.8,0,3
10/6/2021 19:57,875,0,mercredi,14.3,0,3
10/6/2021 18:09,263,0,mercredi,14.3,0,2
10/13/2021 18:36,160,0,mercredi,16.7,0,2
10/20/2021 17:04,3621,0,mercredi,11.8,0,2
10/13/2021 16:34,472,0,mercredi,16.7,0,2
10/6/2021 18:46,4232,0,mercredi,14.3,0,2
5/21/2021 7:48,834,1,vendredi,25.3,0,1
5/7/2021 7:41,557,1,vendredi,9.7,0,1
5/7/2021 7:13,439,1,vendredi,9.7,0,1
5/21/2021 8:01,1983,1,vendredi,25.3,0,1
5/28/2021 8:30,720,1,vendredi,7.8,0,1
5/28/2021 21:22,2273,1,vendredi,7.8,0,3
5/28/2021 22:58,445,1,vendredi,7.8,0,3
5/21/2021 20:37,1334,1,vendredi,25.3,0,3
5/21/2021 1:04,337,1,vendredi,25.3,0,3
5/21/2021 19:19,703,1,vendredi,25.3,0,3
5/7/2021 16:56,1491,1,vendredi,9.7,0,2
5/7/2021 18:32,1133,1,vendredi,9.7,0,2
5/28/2021 15:30,847,1,vendredi,7.8,0,2
5/21/2021 17:43,732,1,vendredi,25.3,0,2
5/21/2021 18:32,323,1,vendredi,25.3,0,2
6/11/2021 9:21,981,1,vendredi,19.7,0.2,1
6/4/2021 8:55,630,1,vendredi,22,0,1
6/18/2021 8:46,1399,1,vendredi,21.2,4.8,1
6/4/2021 9:57,332,1,vendredi,22,0,1
6/11/2021 7:45,487,1,vendredi,19.7,0.2,1
6/11/2021 1:36,1210,1,vendredi,19.7,0.2,3
6/4/2021 11:52,369,1,vendredi,22,0,3
6/25/2021 13:03,335,1,vendredi,22.2,0,3
6/18/2021 0:46,1159,1,vendredi,21.2,4.8,3
6/25/2021 13:38,663,1,vendredi,22.2,0,3
6/11/2021 18:55,535,1,vendredi,19.7,0.2,2
6/25/2021 16:08,718,1,vendredi,22.2,0,2
6/25/2021 15:44,833,1,vendredi,22.2,0,2
6/25/2021 17:46,739,1,vendredi,22.2,0,2
6/11/2021 17:18,897,1,vendredi,19.7,0.2,2
7/9/2021 7:56,567,1,vendredi,18.1,0,1
7/9/2021 8:57,988,1,vendredi,18.1,0,1
7/30/2021 9:00,1237,1,vendredi,16.5,0,1
7/2/2021 6:25,253,1,vendredi,17.6,0,1
7/30/2021 7:38,475,1,vendredi,16.5,0,1
7/30/2021 19:31,631,1,vendredi,16.5,0,3
7/9/2021 0:39,424,1,vendredi,18.1,0,3
7/23/2021 14:42,369,1,vendredi,21,0,3
7/16/2021 0:18,409,1,vendredi,22,0,3
7/23/2021 13:39,298,1,vendredi,21,0,3
7/30/2021 18:00,255,1,vendredi,16.5,0,2
7/16/2021 18:29,629,1,vendredi,22,0,2
7/9/2021 17:32,295,1,vendredi,18.1,0,2
7/30/2021 15:44,347,1,vendredi,16.5,0,2
7/9/2021 15:31,478,1,vendredi,18.1,0,2
8/20/2021 6:37,1372,1,vendredi,25.9,0,1
8/13/2021 8:36,1275,1,vendredi,27,0.2,1
8/13/2021 8:47,244,1,vendredi,27,0.2,1
8/6/2021 6:14,486,1,vendredi,25.1,0.2,1
8/6/2021 6:34,1157,1,vendredi,25.1,0.2,1
8/27/2021 21:00,483,1,vendredi,21.2,0,3
8/27/2021 20:35,289,1,vendredi,21.2,0,3
8/27/2021 23:00,313,1,vendredi,21.2,0,3
8/27/2021 12:17,2355,1,vendredi,21.2,0,3
8/27/2021 12:10,612,1,vendredi,21.2,0,3
8/27/2021 17:17,471,1,vendredi,21.2,0,2
8/27/2021 17:27,594,1,vendredi,21.2,0,2
8/13/2021 17:02,591,1,vendredi,27,0.2,2
8/13/2021 17:32,491,1,vendredi,27,0.2,2
8/20/2021 15:30,560,1,vendredi,25.9,0,2
9/10/2021 7:26,1555,1,vendredi,17.1,0.3,1
9/3/2021 9:57,976,1,vendredi,18,0,1
9/3/2021 9:03,645,1,vendredi,18,0,1
9/10/2021 8:36,796,1,vendredi,17.1,0.3,1
9/10/2021 7:38,908,1,vendredi,17.1,0.3,1
9/17/2021 23:54,606,1,vendredi,19.8,0,3
9/17/2021 13:53,316,1,vendredi,19.8,0,3
9/3/2021 20:11,137,1,vendredi,18,0,3
9/3/2021 22:27,251,1,vendredi,18,0,3
9/17/2021 5:51,1620,1,vendredi,19.8,0,3
9/24/2021 15:46,809,1,vendredi,18.3,26.5,2
9/10/2021 18:05,866,1,vendredi,17.1,0.3,2
9/3/2021 15:02,828,1,vendredi,18,0,2
9/24/2021 17:26,375,1,vendredi,18.3,26.5,2
9/17/2021 15:19,534,1,vendredi,19.8,0,2
10/22/2021 6:50,1644,1,vendredi,8.7,13.8,1
10/8/2021 7:40,290,1,vendredi,15.4,0,1
10/29/2021 9:24,1332,1,vendredi,7.8,0,1
10/15/2021 7:48,857,1,vendredi,18.4,0,1
10/29/2021 7:58,1070,1,vendredi,7.8,0,1
10/8/2021 20:19,222,1,vendredi,15.4,0,3
10/8/2021 14:17,331,1,vendredi,15.4,0,3
10/1/2021 23:31,235,1,vendredi,12.5,0,3
10/29/2021 0:12,1578,1,vendredi,7.8,0,3
10/8/2021 19:17,2136,1,vendredi,15.4,0,3
10/15/2021 18:33,810,1,vendredi,18.4,0,2
10/8/2021 17:17,394,1,vendredi,15.4,0,2
10/1/2021 17:53,215,1,vendredi,12.5,0,2
10/1/2021 17:31,863,1,vendredi,12.5,0,2
10/1/2021 17:03,183,1,vendredi,12.5,0,2
5/3/2021 9:08,348,1,lundi,7.6,0,1
5/10/2021 7:41,223,1,lundi,11.4,0,1
5/31/2021 8:17,1453,1,lundi,15.7,0,1
5/31/2021 8:29,1065,1,lundi,15.7,0,1
5/17/2021 8:55,637,1,lundi,17.9,0.2,1
5/24/2021 20:14,402,1,lundi,14.4,0,3
5/24/2021 19:30,472,1,lundi,14.4,0,3
5/3/2021 5:52,299,1,lundi,7.6,0,3
5/31/2021 19:29,177,1,lundi,15.7,0,3
5/31/2021 20:51,746,1,lundi,15.7,0,3
5/3/2021 17:38,1172,1,lundi,7.6,0,2
5/17/2021 18:32,256,1,lundi,17.9,0.2,2
5/24/2021 16:50,1429,1,lundi,14.4,0,2
5/17/2021 16:28,1263,1,lundi,17.9,0.2,2
5/24/2021 16:27,1780,1,lundi,14.4,0,2
6/28/2021 7:15,1529,1,lundi,27,2.3,1
6/21/2021 9:47,1676,1,lundi,24.1,2.9,1
6/28/2021 6:22,425,1,lundi,27,2.3,1
6/28/2021 8:34,257,1,lundi,27,2.3,1
6/28/2021 7:56,333,1,lundi,27,2.3,1
6/28/2021 11:44,431,1,lundi,27,2.3,3
6/21/2021 14:33,178,1,lundi,24.1,2.9,3
6/14/2021 14:44,444,1,lundi,20.6,7.8,3
6/14/2021 21:01,1700,1,lundi,20.6,7.8,3
6/21/2021 22:43,467,1,lundi,24.1,2.9,3
6/7/2021 18:01,244,1,lundi,27.6,0,2
6/28/2021 16:36,1608,1,lundi,27,2.3,2
6/21/2021 15:41,1543,1,lundi,24.1,2.9,2
6/21/2021 17:58,667,1,lundi,24.1,2.9,2
6/21/2021 17:37,347,1,lundi,24.1,2.9,2
7/19/2021 6:56,313,1,lundi,23.3,0,1
7/26/2021 9:39,992,1,lundi,23.5,0,1
7/19/2021 8:42,914,1,lundi,23.3,0,1
7/12/2021 6:26,360,1,lundi,23.1,0,1
7/5/2021 7:42,936,1,lundi,20.2,0,1
7/12/2021 13:34,1241,1,lundi,23.1,0,3
7/12/2021 12:26,1898,1,lundi,23.1,0,3
7/5/2021 14:31,470,1,lundi,20.2,0,3
7/26/2021 21:44,656,1,lundi,23.5,0,3
7/19/2021 14:15,1197,1,lundi,23.3,0,3
7/26/2021 17:26,296,1,lundi,23.5,0,2
7/5/2021 18:13,897,1,lundi,20.2,0,2
7/12/2021 17:53,357,1,lundi,23.1,0,2
7/19/2021 17:47,710,1,lundi,23.3,0,2
7/5/2021 16:13,129,1,lundi,20.2,0,2
8/23/2021 7:58,1485,1,lundi,26.7,0,1
8/30/2021 9:54,554,1,lundi,24.8,5.3,1
8/16/2021 9:39,850,1,lundi,19.5,0,1
8/9/2021 8:34,630,1,lundi,25.2,0.2,1
8/2/2021 9:37,1115,1,lundi,18.8,0,1
8/9/2021 5:59,319,1,lundi,25.2,0.2,3
8/23/2021 20:38,538,1,lundi,26.7,0,3
8/16/2021 12:03,491,1,lundi,19.5,0,3
8/9/2021 11:55,148,1,lundi,25.2,0.2,3
8/9/2021 14:11,290,1,lundi,25.2,0.2,3
8/30/2021 15:13,1794,1,lundi,24.8,5.3,2
8/16/2021 16:15,693,1,lundi,19.5,0,2
8/30/2021 18:53,413,1,lundi,24.8,5.3,2
8/30/2021 17:45,2028,1,lundi,24.8,5.3,2
8/16/2021 16:46,372,1,lundi,19.5,0,2
9/13/2021 7:42,862,1,lundi,17.3,0.2,1
9/13/2021 8:33,1531,1,lundi,17.3,0.2,1
9/13/2021 8:37,178,1,lundi,17.3,0.2,1
9/13/2021 8:58,446,1,lundi,17.3,0.2,1
9/20/2021 8:44,514,1,lundi,17.3,0,1
9/6/2021 20:25,269,1,lundi,17.4,6.3,3
9/13/2021 20:16,519,1,lundi,17.3,0.2,3
9/20/2021 19:07,1217,1,lundi,17.3,0,3
9/13/2021 20:56,577,1,lundi,17.3,0.2,3
9/20/2021 12:05,1061,1,lundi,17.3,0,3
9/20/2021 17:38,516,1,lundi,17.3,0,2
9/6/2021 18:02,723,1,lundi,17.4,6.3,2
9/13/2021 15:43,1416,1,lundi,17.3,0.2,2
9/20/2021 17:14,160,1,lundi,17.3,0,2
9/13/2021 18:04,631,1,lundi,17.3,0.2,2
10/11/2021 9:46,259,1,lundi,18.4,0,1
10/4/2021 8:24,574,1,lundi,12.2,0,1
10/4/2021 8:25,395,1,lundi,12.2,0,1
10/18/2021 7:47,445,1,lundi,9.7,0.7,1
10/25/2021 9:21,972,1,lundi,6.5,0.5,1
10/25/2021 19:18,454,1,lundi,6.5,0.5,3
10/11/2021 4:19,276,1,lundi,18.4,0,3
10/4/2021 11:47,270,1,lundi,12.2,0,3
10/4/2021 21:22,422,1,lundi,12.2,0,3
10/11/2021 2:21,488,1,lundi,18.4,0,3
10/18/2021 16:40,787,1,lundi,9.7,0.7,2
10/11/2021 15:08,162,1,lundi,18.4,0,2
10/11/2021 18:05,178,1,lundi,18.4,0,2
10/18/2021 17:55,606,1,lundi,9.7,0.7,2
10/11/2021 17:01,357,1,lundi,18.4,0,2
5/29/2021 9:42,1103,1,samedi,11.4,0,1
5/8/2021 7:34,78,1,samedi,11.7,0,1
5/29/2021 8:24,217,1,samedi,11.4,0,1
5/15/2021 8:32,256,1,samedi,17.7,0.2,1
5/15/2021 9:59,260,1,samedi,17.7,0.2,1
5/22/2021 14:33,1115,1,samedi,23.6,0.3,3
5/1/2021 19:20,540,1,samedi,5.9,0,3
5/29/2021 1:04,1105,1,samedi,11.4,0,3
5/29/2021 2:26,810,1,samedi,11.4,0,3
5/22/2021 12:58,874,1,samedi,23.6,0.3,3
5/8/2021 15:59,630,1,samedi,11.7,0,2
5/8/2021 18:09,742,1,samedi,11.7,0,2
5/29/2021 17:39,962,1,samedi,11.4,0,2
5/29/2021 16:49,747,1,samedi,11.4,0,2
5/29/2021 18:39,1349,1,samedi,11.4,0,2
6/19/2021 8:38,442,1,samedi,20.7,1.9,1
6/19/2021 8:09,192,1,samedi,20.7,1.9,1
6/12/2021 7:24,2138,1,samedi,19.3,0,1
6/19/2021 9:23,356,1,samedi,20.7,1.9,1
6/19/2021 6:14,328,1,samedi,20.7,1.9,1
6/19/2021 14:35,1262,1,samedi,20.7,1.9,3
6/5/2021 12:03,763,1,samedi,22.4,14.2,3
6/12/2021 11:13,1545,1,samedi,19.3,0,3
6/19/2021 19:19,2227,1,samedi,20.7,1.9,3
6/12/2021 12:39,1167,1,samedi,19.3,0,3
6/5/2021 16:43,937,1,samedi,22.4,14.2,2
6/19/2021 16:59,269,1,samedi,20.7,1.9,2
6/12/2021 16:05,445,1,samedi,19.3,0,2
6/12/2021 15:39,851,1,samedi,19.3,0,2
